-66.94207	1	100
-66.91893	1	94.78947
-66.89596	1	89.57895
-66.87315	1	84.36842
-66.85053	1	79.15789
-66.82809	1	73.94737
-66.80587	1	68.73684
-66.78387	1	63.52632
-66.7621	1	58.31579
-66.7406	1	53.10526
-66.71938	1	47.89474
-66.69848	1	42.68421
-66.6779	1	37.47368
-66.65771	1	32.26316
-66.63793	1	27.05263
-66.61862	1	21.84211
-66.59987	1	16.63158
-66.58177	1	11.42105
-66.56451	1	6.210526
-66.54835	1	1
-59.13058	4.413793	100
-59.07658	4.413793	94.78947
-59.02303	4.413793	89.57895
-58.96996	4.413793	84.36842
-58.91743	4.413793	79.15789
-58.86547	4.413793	73.94737
-58.81414	4.413793	68.73684
-58.76352	4.413793	63.52632
-58.71367	4.413793	58.31579
-58.66467	4.413793	53.10526
-58.61661	4.413793	47.89474
-58.56961	4.413793	42.68421
-58.5238	4.413793	37.47368
-58.47934	4.413793	32.26316
-58.43641	4.413793	27.05263
-58.39526	4.413793	21.84211
-58.35623	4.413793	16.63158
-58.31983	4.413793	11.42105
-58.28695	4.413793	6.210526
-58.2595	4.413793	1
-52.05232	7.827586	100
-51.95536	7.827586	94.78947
-51.85917	7.827586	89.57895
-51.76384	7.827586	84.36842
-51.66945	7.827586	79.15789
-51.57611	7.827586	73.94737
-51.48394	7.827586	68.73684
-51.39306	7.827586	63.52632
-51.30365	7.827586	58.31579
-51.21588	7.827586	53.10526
-51.12997	7.827586	47.89474
-51.04618	7.827586	42.68421
-50.96483	7.827586	37.47368
-50.88628	7.827586	32.26316
-50.81102	7.827586	27.05263
-50.73966	7.827586	21.84211
-50.67301	7.827586	16.63158
-50.6123	7.827586	11.42105
-50.55968	7.827586	6.210526
-50.52041	7.827586	1
-48.04093	100	1
-45.6806	11.24138	100
-45.53061	11.24138	94.78947
-45.38172	11.24138	89.57895
-45.23407	11.24138	84.36842
-45.08779	11.24138	79.15789
-44.94307	11.24138	73.94737
-44.80008	11.24138	68.73684
-44.65906	11.24138	63.52632
-44.52026	11.24138	58.31579
-44.384	11.24138	53.10526
-44.25066	11.24138	47.89474
-44.12069	11.24138	42.68421
-43.99466	11.24138	37.47368
-43.87327	11.24138	32.26316
-43.75742	11.24138	27.05263
-43.64826	11.24138	21.84211
-43.54738	11.24138	16.63158
-43.45711	11.24138	11.42105
-43.38147	11.24138	6.210526
-43.33083	11.24138	1
-42.35883	100	6.210526
-41.07844	96.58621	1
-39.98095	14.65517	100
-39.77021	14.65517	94.78947
-39.56084	14.65517	89.57895
-39.35303	14.65517	84.36842
-39.14701	14.65517	79.15789
-38.94302	14.65517	73.94737
-38.74135	14.65517	68.73684
-38.54233	14.65517	63.52632
-38.34634	14.65517	58.31579
-38.31782	100	11.42105
-38.15385	14.65517	53.10526
-37.96541	14.65517	47.89474
-37.78171	14.65517	42.68421
-37.60362	14.65517	37.47368
-37.43224	14.65517	32.26316
-37.26901	14.65517	27.05263
-37.11583	14.65517	21.84211
-36.97535	14.65517	16.63158
-36.85143	14.65517	11.42105
-36.75069	14.65517	6.210526
-36.69041	14.65517	1
-36.05077	96.58621	6.210526
-34.91456	18.06897	100
-34.89704	100	16.63158
