1	0.00
2	0.02
3	0.06
4	0.09
5	0.18
6	0.24
7	0.35
8	0.45
9	0.56
10	0.70
11	0.79
12	0.95
13	1.03
14	1.17
15	1.29
16	1.44
17	1.59
18	1.66
19	1.77
20	1.94
21	2.05
22	2.13
23	2.25
24	2.32
25	2.40
26	2.51
27	2.58
28	2.66
29	2.76
30	2.87
31	2.93
32	2.99
33	3.05
34	3.17
35	3.19
36	3.26
37	3.35
38	3.40
39	3.46
40	3.52
41	3.60
42	3.64
43	3.67
44	3.79
45	3.80
46	3.82
47	3.90
48	3.95
49	4.00
50	4.00
51	4.08
52	4.12
53	4.19
54	4.23
55	4.24
56	4.26
57	4.32
58	4.32
59	4.39
60	4.48
61	4.41
62	4.49
63	4.56
64	4.55
65	4.60
66	4.62
67	4.63
68	4.65
69	4.68
70	4.67
71	4.75
72	4.79
73	4.80
74	4.85
75	4.80
76	4.90
77	4.90
78	4.91
79	4.94
80	5.02
81	4.99
82	4.97
83	4.98
84	5.04
85	5.09
86	5.06
87	5.07
88	5.12
89	5.10
90	5.14
91	5.18
92	5.17
93	5.16
94	5.17
95	5.22
96	5.23
97	5.17
98	5.24
99	5.26
100	5.24
101	5.28
102	5.24
103	5.28
104	5.32
105	5.32
106	5.32
107	5.34
108	5.36
109	5.38
110	5.33
111	5.37
112	5.38
113	5.42
114	5.43
115	5.40
116	5.42
117	5.50
118	5.46
119	5.45
120	5.46
121	5.47
122	5.51
123	5.49
124	5.56
125	5.50
126	5.50
127	5.51
128	5.52
129	5.55
130	5.52
131	5.56
132	5.51
133	5.52
134	5.56
135	5.57
136	5.60
137	5.57
138	5.59
139	5.55
140	5.63
141	5.65
142	5.64
143	5.61
144	5.59
145	5.67
146	5.61
147	5.60
148	5.69
149	5.64
150	5.69
151	5.63
152	5.70
153	5.64
154	5.64
155	5.68
156	5.67
157	5.67
158	5.72
159	5.70
160	5.68
161	5.71
162	5.71
163	5.65
164	5.73
165	5.69
166	5.72
167	5.74
168	5.72
169	5.71
170	5.70
171	5.73
172	5.78
173	5.69
174	5.82
175	5.81
176	5.75
177	5.71
178	5.72
179	5.79
180	5.77
181	5.76
182	5.78
183	5.75
184	5.78
185	5.77
186	5.76
187	5.81
188	5.82
189	5.78
190	5.86
191	5.75
192	5.78
193	5.79
194	5.83
195	5.82
196	5.81
197	5.82
198	5.84
199	5.80
200	5.82
201	5.83
202	5.86
203	5.79
204	5.83
205	5.82
206	5.85
207	5.81
208	5.84
209	5.86
210	5.81
211	5.88
212	5.88
213	5.83
214	5.85
215	5.88
216	5.85
217	5.87
218	5.86
219	5.88
220	5.84
221	5.88
222	5.85
223	5.91
224	5.89
225	5.87
226	5.86
227	5.82
228	5.87
229	5.90
