0	0
1	0.041
2	0.0696
3	0.0721
4	0.1039
5	0.1378
6	0.1458
7	0.1883
8	0.2052
9	0.1913
10	0.2477
11	0.2638
12	0.3052
13	0.277
14	0.3468
15	0.3514
16	0.3616
17	0.3957
18	0.408
19	0.4405
20	0.4651
21	0.5102
22	0.4894
23	0.4982
24	0.5454
25	0.5684
26	0.6071
27	0.6231
28	0.6332
29	0.6315
30	0.6535
31	0.6763
32	0.7221
33	0.7207
34	0.7256
35	0.7299
36	0.7987
37	0.7986
38	0.8062
39	0.845
40	0.8877
41	0.8801
42	0.9053
43	0.8962
44	0.9173
45	0.9704
46	0.9739
47	1.0053
48	1.0074
49	1.044
50	1.0413
51	1.0803
52	1.0753
53	1.1001
54	1.1172
55	1.141
56	1.1686
57	1.2002
58	1.1802
59	1.2295
60	1.2321
61	1.2558
62	1.2717
63	1.2809
64	1.2927
65	1.3082
66	1.3459
67	1.3556
68	1.362
69	1.3774
70	1.4183
71	1.431
72	1.4425
73	1.4429
74	1.4712
75	1.4767
76	1.5122
77	1.5289
78	1.5394
79	1.5537
80	1.573
81	1.6093
82	1.601
83	1.6142
84	1.6393
85	1.655
86	1.6806
87	1.6814
88	1.6955
89	1.7087
90	1.7302
91	1.7598
92	1.7465
93	1.7947
94	1.7831
95	1.8184
96	1.8194
97	1.8537
98	1.8512
99	1.8601
100	1.9
101	1.9018
102	1.9431
103	1.9175
104	1.9347
105	1.9409
106	1.9704
107	2.0134
108	2.0181
109	2.0117
110	2.053
111	2.0584
112	2.0747
113	2.0824
114	2.0823
115	2.105
116	2.1296
117	2.1548
118	2.1622
119	2.1695
120	2.1748
121	2.1964
122	2.2153
123	2.2188
124	2.2379
125	2.2475
126	2.2651
127	2.2671
128	2.2977
129	2.3043
130	2.3208
131	2.3257
132	2.35
133	2.3753
134	2.3768
135	2.383
136	2.3938
137	2.4189
138	2.4422
139	2.4498
140	2.4392
141	2.4738
142	2.4858
143	2.49
144	2.5197
145	2.5283
146	2.5272
147	2.5513
148	2.5665
149	2.5695
150	2.5868
151	2.6094
152	2.6157
153	2.6315
154	2.625
155	2.6513
156	2.6658
157	2.7018
158	2.7024
159	2.697
160	2.7268
161	2.7317
